date,USDCHF,EURUSD,USDCAD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.06.08,0.0,-34.99999999998504,-41.000000000002146,-19.00000000000235,-19.99999999998181,0.0,0.0,-118.99999999999977,-102.00000000000209,-93.99999999999409,-55.00000000000682,-41.000000000002146,-78.00000000000028,-22.999999999996135,-115.0000000000091,-30.999999999992145,-112.99999999998533,,-885.9999999999593
2015.06.08,-1.0000000000065512,-78.99999999998464,-12.999999999996348,-60.99999999999994,-37.99999999998249,37.00000000000925,-27.999999999994696,-137.00000000000045,19.999999999997797,-175.99999999997618,-86.00000000001273,-104.99999999999955,-148.99999999999915,-51.00000000000193,-87.0000000000033,-79.99999999999119,-126.0000000000039,,-1159.9999999999459
2015.06.08,28.999999999990145,-36.999999999998145,-75.00000000000284,-58.000000000002494,12.000000000000455,60.99999999999994,-5.999999999994898,-135.99999999999568,-127.00000000001043,-52.99999999999194,-69.99999999999318,14.000000000002899,-89.00000000000574,-61.99999999999761,-87.0000000000033,-119.99999999999788,-85.00000000000173,,-889.0000000000024
2015.06.08,39.00000000000014,22.0000000000109,-85.00000000000173,-68.00000000000139,155.00000000000114,60.00000000000449,-14.999999999998348,1.0000000000047748,-158.0000000000137,45.00000000002835,104.99999999998977,110.99999999999443,-12.999999999996348,-18.000000000000682,-29.000000000010573,-156.99999999999602,-86.99999999999264,,-91.99999999997746
2015.06.08,53.999999999998494,42.0000000000087,-166.99999999998383,-58.99999999999794,191.0000000000025,69.00000000000794,11.00000000000545,21.000000000015007,-270.00000000001467,72.0000000000276,132.000000000005,146.99999999998602,68.00000000000139,-61.99999999999761,-31.00000000000591,-188.9999999999947,-70.99999999999883,,-41.9999999999354
2015.06.08,30.999999999992145,-14.999999999987246,-238.0000000000049,-72.0000000000054,149.0000000000009,67.00000000000594,-3.999999999992898,-37.00000000000614,-319.0000000000026,37.00000000002035,36.000000000001364,137.9999999999937,48.000000000003595,-123.99999999999523,-94.99999999999886,-224.9999999999974,-85.00000000000173,,-707.9999999999744
2015.06.08,24.999999999997247,-24.000000000001798,-236.99999999999832,-63.00000000000195,87.99999999999386,62.000000000006494,33.000000000005244,-106.99999999999932,-334.00000000001205,-7.0000000000014495,-32.00000000001069,49.99999999999449,76.0000000000094,-162.9999999999967,-140.00000000000057,-203.99999999999307,-53.999999999998494,,-1031.0000000000077
2015.06.08,-100.00000000000009,-180.99999999998673,-327.99999999999494,-75.9999999999983,-91.99999999998454,21.00000000000435,-41.9999999999976,-282.99999999998704,-406.00000000001745,-18.999999999991246,-230.99999999999454,-7.0000000000014495,-96.99999999999153,-262.00000000000045,-222.99999999999898,-240.99999999999122,-116.00000000000499,,-2682.9999999999372
2015.06.08,-97.00000000000264,-174.99999999999181,-316.99999999998954,-95.99999999999609,-129.99999999999545,-4.999999999999449,-91.99999999999208,-287.00000000000614,-382.0000000000157,10.000000000021103,-274.0000000000009,-60.99999999999994,-214.00000000000307,-286.00000000000136,-200.00000000000284,-300.0000000000003,-117.99999999999588,,-3023.9999999999723
2015.06.08,-25.00000000000835,-65.99999999998829,-261.9999999999845,-119.99999999999788,-199.99999999998863,-44.99999999999504,-87.99999999999919,-412.9999999999825,-405.0000000000109,-142.9999999999598,-289.99999999999204,-114.99999999999844,-161.99999999999548,-352.99999999999443,-205.0000000000125,-307.0000000000017,-110.99999999999443,,-3309.9999999999045
