date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.07.26,0.0,-63.99999999999739,-64.99999999998174,0.0,-139.00000000000023,0.0,-75.00000000000284,-1.999999999990898,-324.0000000000123,-0.999999999995449,-22.999999999995246,-175.00000000001137,-72.0000000000054,-1.0000000000065512,-385.00000000001313,-90.99999999999397,0.0,0.0,-34.99999999999615,,-1452.000000000003
2021.07.26,44.99999999999504,-100.99999999999554,-69.9999999999923,53.00000000001148,-97.9999999999981,95.00000000000064,-68.00000000000139,5.000000000010552,-321.00000000001216,53.00000000000304,206.00000000001728,-165.99999999999682,-85.00000000000173,181.9999999999933,-408.00000000000836,-99.99999999999432,84.00000000000318,100.99999999999909,21.00000000000435,,-571.9999999999627
2021.07.26,86.99999999999264,-113.00000000000753,-62.99999999999084,56.000000000011596,-122.99999999999534,95.00000000000064,126.0000000000039,31.000000000003247,-396.0000000000008,82.99999999999974,287.9999999999994,-210.00000000000796,-153.00000000000313,191.00000000000784,-408.00000000000836,-118.99999999999977,106.99999999999932,87.0000000000033,55.000000000005045,,-378.9999999999871
2021.07.26,90.0000000000012,-86.99999999999264,-64.99999999998174,89.00000000001285,-107.99999999999699,161.99999999999548,191.99999999999218,52.000000000007596,-408.00000000000125,139.99999999999568,477.0000000000163,-219.99999999999886,-219.99999999999798,256.99999999999613,-401.00000000000693,-107.99999999998988,146.0000000000008,245.00000000000455,141.00000000000225,,374.0000000000588
2021.07.26,92.00000000000318,-86.0000000000083,-68.00000000000139,80.0000000000125,-98.99999999999353,149.99999999999457,173.00000000000094,63.99999999999739,-395.00000000001023,136.99999999999824,465.0000000000043,-210.00000000000796,-248.00000000000378,266.999999999995,-452.99999999999227,-77.99999999998875,137.00000000000045,222.0000000000084,182.00000000000438,,332.00000000001324
2021.07.26,92.99999999999864,-82.99999999998863,-60.99999999999994,58.000000000006935,-104.00000000000409,209.9999999999991,178.99999999999582,58.000000000002494,-411.00000000000136,141.00000000000225,450.00000000001705,-213.99999999999864,-218.00000000000708,258.0000000000027,-326.0000000000041,-75.9999999999934,135.00000000000512,265.00000000000057,178.00000000000037,,532.0000000000338
2021.07.26,95.99999999999609,-55.000000000005045,-57.99999999998029,64.00000000000716,-114.00000000000298,80.00000000000229,143.99999999998857,59.99999999999339,-395.00000000001023,99.00000000000463,417.0000000000007,-199.00000000001228,-268.0000000000016,235.99999999999176,-578.9999999999961,-66.99999999999307,60.000000000002274,145.00000000001023,146.00000000000168,,-188.00000000000287
2021.07.26,141.00000000000225,31.000000000003247,-7.999999999985796,2.0000000000095497,-14.000000000002899,19.999999999997797,130.0000000000079,48.000000000003595,-345.0000000000131,48.99999999999905,556.0000000000009,-146.000000000015,-266.0000000000107,384.00000000000654,-648.0000000000041,-15.000000000000568,-55.999999999997385,46.00000000000648,83.9999999999952,,-6.999999999996959
2021.07.26,100.00000000000009,14.000000000002899,-48.99999999998794,-104.99999999998977,9.00000000000345,9.999999999998899,87.99999999999919,39.999999999995595,-234.00000000000887,4.000000000004,622.0000000000115,-13.00000000000523,-331.999999999999,468.00000000000176,-714.999999999999,85.99999999999852,-161.00000000000136,-34.99999999999659,73.00000000000084,,-129.99999999997095
2021.07.26,100.00000000000009,1.999999999990898,-47.99999999998139,-71.99999999998852,12.999999999996348,58.000000000002494,95.00000000000064,45.99999999999049,-248.00000000000466,14.999999999998348,623.000000000018,-27.999999999991587,-346.0000000000019,486.00000000000864,-649.999999999995,105.00000000000398,-125.0,18.000000000000682,90.0000000000012,,134.00000000004883
2021.07.26,51.99999999999649,-38.99999999998904,-72.99999999998974,-121.99999999999989,9.00000000000345,56.0000000000005,66.99999999999484,15.999999999993797,-273.00000000001035,16.0000000000049,663.999999999998,-26.00000000001046,-395.000000000012,503.000000000009,-680.9999999999983,112.99999999999955,-131.00000000000023,-27.999999999991587,109.00000000000354,,-162.9999999999976
