date,USDCAD,EURCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.04,49.99999999999449,68.00000000000139,-274.9999999999919,2.999999999997449,-99.00000000000463,-9.999999999998899,-134.00000000001455,-27.999999999983594,-97.00000000000841,4.9999999999954525,234.99999999999943,,-282.00000000001376
2021.10.04,11.999999999989797,78.00000000000028,-127.99999999999478,-16.0000000000049,-63.99999999999739,78.00000000000028,-163.0000000000109,-252.99999999999213,-103.00000000000864,-10.000000000005116,162.00000000000614,,-407.0000000000174
2021.10.04,270.99999999999903,-34.000000000000696,-282.99999999999994,9.999999999998899,-53.999999999998494,-26.999999999999247,50.99999999998772,-43.999999999999595,137.99999999999102,236.99999999999477,376.0000000000048,,640.9999999999783
2021.10.04,236.99999999999832,-59.000000000009045,-246.99999999999721,19.999999999997797,5.000000000010552,113.00000000000753,87.99999999999386,-178.99999999999582,148.9999999999867,219.99999999999886,338.99999999999864,,685.9999999999902
2021.10.04,217.0000000000005,-59.000000000009045,-264.999999999993,22.999999999995246,49.99999999999449,114.99999999999844,76.99999999999818,-146.00000000000168,120.99999999999511,221.9999999999942,352.00000000000387,,706.9999999999764
2021.10.04,178.99999999999582,-36.999999999998145,-207.99999999999707,22.999999999995246,85.00000000000173,195.9999999999962,19.000000000005457,-256.99999999999613,70.99999999999795,158.99999999999181,266.00000000000534,,495.9999999999982
2021.10.04,130.99999999999224,-35.999999999991594,-178.00000000000037,4.999999999999449,134.99999999999625,211.99999999998997,0.0,-336.00000000000296,13.999999999995794,123.99999999999523,215.99999999999397,,286.999999999968
2021.10.04,14.000000000002899,-52.000000000007596,-171.99999999999437,-23.00000000000635,161.00000000001114,261.0000000000001,-18.000000000000682,-367.99999999999056,-42.00000000000159,62.99999999998818,189.00000000000716,,13.000000000008356
2021.10.04,96.99999999999153,-59.000000000009045,-215.99999999999397,-64.0000000000085,-18.0000000000069,157.00000000000713,40.99999999999682,-270.99999999999903,48.99999999999238,105.99999999999454,268.0000000000007,,89.99999999996567
2021.10.04,-35.999999999991594,-48.000000000003595,-178.00000000000037,-96.00000000000719,-1.999999999990898,236.99999999999832,-31.00000000000591,-356.9999999999851,-46.00000000000648,-8.000000000009777,188.0000000000024,,-377.0000000000002
2021.10.04,58.000000000002494,-51.000000000001044,-226.99999999999943,-117.00000000000044,-164.00000000000858,130.0000000000079,30.000000000001137,-244.9999999999841,62.99999999998818,60.99999999999284,277.000000000001,,-185.0
2021.10.04,95.00000000000064,-56.99999999999594,-234.99999999999633,-92.00000000000318,-201.99999999999108,104.99999999999955,44.999999999987494,-218.99999999999142,118.99999999999977,105.99999999999454,295.0000000000017,,-39.9999999999942
2021.10.04,99.00000000000463,-31.000000000003247,-236.99999999999832,-82.00000000000429,-245.0000000000063,21.00000000000435,-10.99999999999568,-170.00000000000347,111.99999999999477,113.99999999999011,284.000000000006,,-146.00000000001137
