date,GBPUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.07.26,-63.99999999999739,-324.0000000000123,-131.00000000000333,-248.99999999999923,-4.000000000004,-274.0000000000009,-175.00000000001137,-38.99999999998904,0.0,-90.99999999999397,-189.00000000000716,-240.99999999999966,-34.99999999999615,,-1816.0000000000143
2021.07.26,-100.99999999999554,-321.00000000001216,-131.00000000000333,-256.99999999999613,26.999999999999247,-280.00000000000114,-165.99999999999682,4.000000000004,158.99999999999804,-99.99999999999432,-162.00000000000614,-240.99999999999966,21.00000000000435,,-1547.9999999999998
2021.07.26,-113.00000000000753,-396.0000000000008,-141.99999999999767,-309.99999999999915,63.00000000000195,-395.9999999999866,-210.00000000000796,46.0000000000127,231.0000000000034,-118.99999999999977,-204.00000000000773,-326.9999999999982,55.000000000005045,,-1821.999999999982
2021.07.26,-86.99999999999264,-408.00000000000125,-126.99999999999933,-276.9999999999939,95.99999999999609,-371.9999999999857,-219.99999999999886,121.00000000001555,303.0000000000088,-107.99999999998988,-192.99999999999784,-290.00000000000625,141.00000000000225,,-1420.9999999999427
2021.07.26,-86.0000000000083,-395.00000000001023,-114.00000000000298,-287.9999999999994,107.99999999999699,-359.9999999999852,-210.00000000000796,172.0000000000166,285.00000000000193,-77.99999999998875,-183.00000000000693,-285.0000000000108,182.00000000000438,,-1252.0000000000007
2021.07.26,-82.99999999998863,-411.00000000000136,-114.99999999999844,-307.99999999999716,107.00000000000153,-364.9999999999807,-213.99999999999864,168.99999999999693,232.00000000000998,-75.9999999999934,-191.0000000000025,-316.0000000000025,178.00000000000037,,-1392.9999999999543
2021.07.26,-55.000000000005045,-395.00000000001023,-97.00000000000264,-293.99999999999426,122.99999999999534,-334.0000000000032,-199.00000000001228,195.00000000001182,275.000000000003,-66.99999999999307,-200.00000000000284,-310.0000000000023,146.00000000000168,,-1212.000000000014
2021.07.26,31.000000000003247,-345.0000000000131,-82.99999999999974,-227.99999999999488,139.99999999999568,-244.99999999997613,-146.000000000015,225.00000000000853,451.0000000000014,-15.000000000000568,-97.00000000000841,-198.99999999999807,83.9999999999952,,-427.0000000000018
2021.07.26,14.000000000002899,-234.00000000000887,-68.99999999999685,-200.99999999999562,139.99999999999568,-87.99999999999386,-13.00000000000523,236.00000000001398,520.0000000000093,85.99999999999852,31.999999999996476,-70.00000000000739,73.00000000000084,,426.0000000000099
2021.07.26,1.999999999990898,-248.00000000000466,-63.00000000000195,-188.9999999999947,146.99999999999713,-85.99999999998431,-27.999999999991587,236.99999999999832,529.0000000000017,105.00000000000398,54.000000000002046,-84.00000000000318,90.0000000000012,,466.00000000001484
2021.07.26,-38.99999999998904,-273.00000000001035,-21.999999999999797,-171.99999999999437,131.99999999999878,-112.99999999999955,-26.00000000001046,296.0000000000074,547.999999999993,112.99999999999955,48.00000000000182,-81.00000000000307,109.00000000000354,,519.9999999999974
2021.07.26,-5.999999999994898,-273.00000000001035,12.999999999996348,-136.99999999999824,163.00000000000205,-28.999999999996362,-12.000000000000455,347.0000000000084,611.000000000006,166.00000000001103,76.99999999999818,-29.000000000010573,99.00000000000463,,990.0000000000158
2021.07.26,22.999999999995246,-279.0000000000106,34.000000000000696,-92.99999999999864,187.9999999999993,15.00000000001478,-6.000000000000227,375.0000000000142,714.999999999999,177.0000000000067,140.00000000000057,24.00000000000091,63.00000000000195,,1376.0000000000239
