date,EURUSD,USDCAD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.04,-78.00000000000028,-70.0000000000145,-36.999999999998145,-100.99999999999909,-23.00000000000635,0.0,-218.00000000001774,-200.00000000000017,-112.000000000001,-29.00000000001235,-11.00000000000989,-35.0000000000108,-75.00000000000284,-46.00000000000159,-16.000000000016,,-1051.000000000091
2016.04.04,-55.99999999998939,-78.00000000000028,0.999999999995449,-58.9999999999975,21.999999999999797,60.99999999999994,-167.0000000000016,-123.00000000000644,-36.999999999998145,4.999999999988347,-19.000000000005457,24.00000000000091,-35.00000000000725,-95.00000000000064,-28.000000000005798,,-584.0000000000281
2016.04.04,-119.00000000000244,-163.00000000000205,14.999999999998348,-62.99999999998818,120.99999999999334,14.999999999998348,-212.0000000000175,-231.99999999998778,-25.00000000000835,109.99999999998789,-34.000000000006025,30.9999999999917,32.999999999994145,-185.00000000000182,4.000000000004,,-704.0000000000465
2016.04.04,-96.99999999999153,-148.00000000001478,12.999999999996348,14.000000000010004,143.00000000000423,34.000000000000696,-333.00000000002683,-211.99999999998997,-29.999999999996696,72.99999999998974,49.99999999999716,91.99999999999875,61.999999999995396,-153.99999999999858,21.999999999988695,,-471.00000000003735
2016.04.04,-103.99999999999298,-156.00000000000057,-24.999999999997247,-24.00000000000091,105.99999999999498,9.999999999998899,-313.0000000000166,-312.00000000000114,-234.00000000000088,-36.999999999998145,-3.0000000000001137,33.999999999991815,-14.999999999998348,-175.00000000000293,-9.000000000014552,,-1257.0000000000387
2016.04.04,-109.99999999998789,-197.00000000000273,-55.000000000005045,3.0000000000001137,73.99999999999629,0.0,-362.0000000000232,-373.99999999998545,-263.99999999999756,-79.99999999999119,18.000000000000682,4.9999999999954525,-1.0000000000065512,-239.99999999999577,-137.00000000000932,,-1720.000000000012
2016.04.04,-55.000000000005045,-168.0000000000126,-114.00000000000298,-92.99999999998931,-21.999999999999797,31.999999999998696,-258.0000000000098,-346.0000000000019,-473.99999999999665,-296.9999999999917,-109.99999999999943,-149.0000000000009,-117.00000000000044,-273.000000000001,-270.99999999999903,,-2715.000000000012
2016.04.04,-5.999999999994898,-134.00000000001188,-70.0000000000034,-134.00000000000034,-58.000000000002494,29.999999999996696,-336.00000000001273,-367.0000000000062,-499.000000000005,-330.9999999999924,-121.99999999999989,-180.99999999999739,-107.00000000000153,-270.99999999999903,-258.0000000000027,,-2844.000000000033
2016.04.04,39.999999999995595,-107.00000000001265,-60.99999999999994,-143.99999999999125,-21.00000000000435,29.000000000001247,-125.0,-438.00000000000506,-503.000000000009,-287.9999999999994,-147.00000000000557,-213.00000000000807,-77.00000000000485,-214.00000000000307,-175.99999999999838,,-2445.000000000045
2016.04.04,53.999999999998494,-222.00000000001108,-336.9999999999984,-251.99999999999534,-277.000000000005,41.000000000002146,-17.00000000002433,-547.999999999993,-1076.0000000000102,-812.999999999997,-313.0000000000024,-585.000000000008,-322.00000000000006,-275.000000000003,-480.00000000001376,,-5422.00000000006
2016.04.04,9.999999999998899,-209.00000000001472,-296.0000000000074,-229.99999999998977,-243.99999999999977,14.999999999998348,-53.00000000002569,-512.9999999999857,-1002.9999999999983,-693.0000000000102,-255.00000000000966,-539.0000000000015,-331.999999999999,-180.99999999999784,-419.9999999999982,,-4943.000000000041
2016.04.04,-18.999999999991246,-175.99999999999838,-331.0000000000035,-152.9999999999916,-265.0000000000041,-2.999999999997449,-134.00000000001455,-478.0000000000006,-1083.9999999999961,-739.0000000000008,-192.00000000000728,-493.9999999999998,-355.0000000000053,-92.00000000000318,-317.9999999999961,,-4833.000000000011
2016.04.04,-109.99999999998789,-158.0000000000137,-345.0000000000064,-129.99999999999545,-238.0000000000049,-48.99999999999905,-189.00000000002137,-490.999999999997,-1110.9999999999952,-642.9999999999936,-145.00000000001023,-442.0000000000073,-380.00000000000256,-134.99999999999625,-363.0000000000022,,-4929.000000000033
2016.04.04,-130.99999999999224,-238.0000000000049,-417.0000000000007,-234.99999999999943,-290.9999999999968,-36.0000000000027,-108.00000000000409,-462.0000000000068,-1144.999999999996,-722.0000000000005,-221.00000000000364,-600.9999999999991,-430.00000000000813,18.0000000000069,-241.00000000000233,,-5260.000000000011
2016.04.04,-158.99999999999804,-299.00000000000483,-450.00000000000597,-226.99999999998965,-300.99999999999574,-24.999999999997247,0.9999999999763531,-470.9999999999992,-1207.0000000000025,-747.0000000000088,-222.0000000000084,-585.000000000008,-419.9999999999982,-51.99999999999649,-368.00000000001273,,-5532.00000000005
2016.04.04,-164.99999999999292,-307.00000000001285,-451.0000000000014,-224.99999999999432,-300.99999999999574,-43.00000000000415,-56.000000000011596,-490.999999999997,-1211.0000000000066,-751.0000000000127,-225.9999999999991,-579.9999999999983,-408.00000000000836,-51.99999999999649,-340.00000000000693,,-5607.000000000038
2016.04.04,-168.99999999999693,-259.0000000000092,-395.0000000000009,-422.9999999999876,-229.99999999999687,-45.000000000006146,19.99999999998181,-461.0000000000003,-1102.000000000003,-645.0000000000067,-313.0000000000024,-615.9999999999997,-378.00000000000057,-71.99999999999429,-340.00000000000693,,-5428.000000000031
2016.04.04,-150.00000000000568,-284.00000000001756,-358.0000000000028,-388.9999999999958,-206.00000000000617,-14.000000000002899,145.99999999998658,-480.99999999999807,-1015.0000000000103,-622.9999999999958,-321.00000000001216,-591.9999999999987,-331.999999999999,-158.99999999999804,-344.00000000001097,,-5122.000000000068
2016.04.04,-181.9999999999933,-344.00000000001097,-436.00000000000307,-412.9999999999967,-309.99999999999915,-18.0000000000069,147.99999999999613,-553.0000000000035,-1160.0000000000055,-768.9999999999975,-379.0000000000049,-701.9999999999982,-369.0000000000082,-146.99999999999713,-331.999999999999,,-5966.000000000027
2016.04.04,-285.00000000000193,-473.0000000000123,-546.9999999999975,-441.99999999999307,-377.0000000000051,-38.0000000000047,171.99999999999704,-550.9999999999903,-1268.0000000000025,-941.9999999999984,-392.0000000000101,-745.0000000000045,-418.0000000000073,-48.000000000003595,-348.9999999999993,,-6703.000000000033
2016.04.04,-255.99999999998957,-507.9999999999973,-587.0000000000042,-418.99999999999693,-400.9999999999958,-84.0000000000063,80.99999999998886,-655.0000000000056,-1336.0000000000039,-995.0000000000125,-386.0000000000099,-716.0000000000082,-431.0000000000036,-22.999999999995246,-331.0000000000146,,-7047.0000000000555
2016.04.04,-280.9999999999979,-560.0000000000049,-656.000000000001,-241.99999999999022,-431.0000000000036,-36.0000000000027,44.999999999987494,-679.9999999999917,-1560.9999999999902,-1029.0000000000132,-362.99999999999955,-760.0000000000051,-509.00000000000387,-63.99999999999739,-392.00000000001455,,-7519.000000000028
2016.04.04,-320.9999999999935,-547.0000000000086,-626.9999999999998,-243.99999999999977,-412.00000000000125,-116.00000000000499,-318.00000000001205,-784.9999999999912,-1550.9999999999914,-988.9999999999955,-329.00000000000773,-728.9999999999992,-464.00000000000887,-58.99999999999794,-402.9999999999978,,-7894.00000000001
2016.04.04,-326.9999999999884,-426.9999999999996,-538.0000000000051,-347.999999999999,-263.0000000000021,-140.0000000000068,-136.0000000000241,-682.0000000000048,-1367.9999999999914,-744.0000000000114,-259.00000000000034,-646.0000000000008,-448.9999999999994,-63.00000000000195,-381.0000000000091,,-6771.000000000044
2016.04.04,-370.00000000000364,-406.00000000001745,-524.9999999999977,-378.0000000000001,-268.0000000000016,-102.99999999999754,0.9999999999763531,-463.9999999999977,-1204.000000000005,-724.9999999999978,-282.0000000000107,-654.0000000000106,-464.00000000000887,72.0000000000054,-229.00000000001253,,-5999.000000000081
2016.04.04,-412.9999999999967,-397.0000000000029,-514.9999999999987,-350.9999999999991,-229.00000000000142,-262.00000000000665,-309.0000000000259,-731.9999999999993,-1465.0000000000052,-608.0000000000085,-216.99999999999875,-588.9999999999986,-431.99999999999903,56.0000000000005,-219.00000000001364,,-6682.000000000054
2016.04.04,-414.9999999999876,-563.0000000000024,-553.0000000000035,-384.9999999999909,-221.00000000000452,-258.0000000000027,-292.0000000000016,-957.9999999999922,-1577.9999999999905,-629.9999999999973,-312.0000000000118,-618.0000000000092,-394.00000000000546,70.99999999999883,-127.99999999999478,,-7233.999999999995
