date,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.06.17,-49.00000000001015,-32.999999999994145,8.000000000008,18.0000000000069,70.99999999999883,-43.999999999999595,22.999999999996135,7.0000000000014495,16.0000000000049,30.999999999992145,9.999999999998899,-52.99999999999727,62.99999999999084,206.00000000001728,-33.00000000000125,-21.00000000000435,-123.00000000000644,-13.00000000000523,-27.999999999991587,21.000000000000796,35.00000000000725,-36.999999999998145,60.99999999999994,,136.0000000000152
2019.06.17,-73.00000000001194,-14.999999999987246,26.0000000000149,6.0000000000060005,94.00000000001629,-42.999999999993044,-17.000000000010118,-15.999999999993797,12.999999999996348,24.999999999997247,-9.00000000000345,-67.99999999998363,112.000000000001,231.0000000000034,-43.99999999999693,-38.0000000000047,-100.0000000000112,-21.000000000000796,-9.999999999990905,34.99999999999659,3.0000000000085514,-42.0000000000087,112.000000000001,,161.00000000004488
2019.06.17,-150.00000000000568,-54.99999999998284,-0.9999999999843467,6.0000000000060005,170.00000000000347,-79.99999999999119,-61.99999999999761,12.000000000000899,0.999999999995449,8.999999999992347,-4.000000000004,-212.99999999999386,191.99999999999218,340.00000000000693,-128.99999999999068,-70.99999999999883,-160.00000000000458,31.999999999996476,18.000000000000682,30.000000000001137,15.00000000000945,3.999999999992898,158.99999999999804,,63.00000000004236
2019.06.17,-128.000000000017,-53.999999999998494,22.0000000000109,-12.999999999996348,136.00000000000279,-65.99999999998829,-79.00000000000773,1.0000000000065512,-12.999999999996348,5.999999999994898,-19.999999999997797,-192.99999999998363,190.99999999998562,252.0000000000078,-132.99999999999557,-95.00000000000064,-109.00000000000354,22.999999999996135,43.00000000000637,37.9999999999967,-26.999999999999247,-17.000000000000348,183.99999999998417,,-50.99999999999309
2019.06.17,-136.00000000000279,-65.99999999998829,52.000000000007596,-39.00000000000014,161.00000000001114,-92.99999999998754,-64.00000000000716,-14.999999999998348,-48.000000000003595,53.999999999998494,-24.999999999997247,-201.99999999999818,238.99999999998923,201.00000000000674,-140.00000000000057,-143.00000000000423,-69.00000000000794,6.000000000000227,69.00000000000261,81.00000000000307,-82.99999999999974,-90.0000000000012,159.99999999998238,,-189.9999999999955
2019.06.17,-148.00000000001478,-62.99999999999084,31.000000000003247,-40.99999999999105,219.99999999999798,-137.9999999999937,-53.00000000001148,29.000000000001247,-77.00000000000485,75.9999999999983,-16.0000000000049,-252.9999999999859,225.99999999999287,218.00000000000708,-179.9999999999926,-114.99999999999844,-58.000000000002494,44.999999999987494,97.00000000000841,97.99999999999898,-68.99999999999685,-67.00000000000594,170.99999999998784,,-67.0000000000104
2019.06.17,-167.00000000000603,-109.99999999998789,29.00000000001235,-64.99999999999284,209.00000000001472,-156.00000000000057,-82.00000000000784,14.000000000002899,-83.9999999999952,97.9999999999981,-38.0000000000047,-274.99999999997726,253.99999999999866,179.00000000001802,-225.9999999999991,-177.00000000000495,-69.00000000000794,45.99999999999227,121.99999999999989,137.99999999999102,-100.00000000000009,-119.00000000000244,148.99999999999915,,-429.9999999999599
2019.06.17,-148.00000000001478,-99.99999999998899,70.0000000000145,-63.99999999999739,212.00000000001216,-165.9999999999995,-125.0,3.0000000000085514,-92.99999999999864,115.99999999999389,-43.00000000000415,-330.99999999998886,276.9999999999939,156.00000000000057,-283.00000000000125,-211.99999999998997,-60.000000000015596,64.99999999999773,159.9999999999966,185.99999999999284,-125.99999999999278,-155.00000000000514,129.00000000000134,,-531.999999999985
2019.06.17,-129.00000000000134,-102.99999999998644,52.000000000007596,-47.9999999999925,200.00000000000017,-177.00000000000495,-117.00000000000443,18.0000000000069,-82.00000000000429,124.00000000000189,-60.00000000000449,-312.9999999999882,227.99999999998377,171.00000000001003,-289.99999999999204,-195.00000000001182,-102.00000000000209,76.99999999999818,144.99999999999602,188.99999999999295,-90.99999999999665,-147.00000000000824,102.00000000000209,,-547.999999999998
2019.06.17,-173.00000000000094,-145.99999999997948,18.0000000000069,-89.99999999999008,233.00000000001654,-207.99999999998596,-106.99999999999932,30.000000000007798,-117.00000000000044,140.99999999999113,-60.00000000000449,-336.9999999999891,248.99999999998812,123.00000000000644,-310.99999999999284,-215.00000000000963,-63.000000000013046,82.99999999999841,177.0000000000067,201.99999999999818,-125.99999999999278,-155.00000000000514,129.99999999998568,,-721.9999999999574
