date,USDCHF,GBPUSD,EURUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDCAD,AUDNZD,empty,sum
2019.08.19,144.99999999999514,51.000000000001044,24.000000000001798,86.99999999999264,194.99999999998963,-221.00000000000364,90.99999999999665,-131.99999999999878,211.00000000001273,86.0000000000083,177.00000000000495,237.99999999999955,194.0000000000053,13.999999999991797,98.99999999998244,,1258.9999999999795
2019.08.19,158.99999999999804,30.0000000000189,1.0000000000065512,-74.0000000000185,167.00000000000603,-200.00000000000284,86.99999999999264,-136.99999999999824,61.00000000000705,139.00000000000023,4.000000000004,192.00000000000728,189.00000000001694,102.00000000000209,134.99999999999625,,855.0000000000364
2019.08.19,175.99999999999838,19.00000000001345,45.99999999999049,2.999999999997449,243.99999999999977,-307.9999999999927,137.9999999999937,-188.9999999999947,163.0000000000109,59.000000000009045,43.999999999999595,319.9999999999932,253.99999999999866,97.00000000000264,146.99999999998602,,1213.000000000006
2019.08.19,229.99999999999687,89.00000000000574,25.999999999992696,130.99999999999224,289.9999999999903,-323.99999999999807,195.9999999999962,-117.00000000000044,322.00000000000273,171.99999999999437,96.00000000000719,378.0000000000001,138.0000000000159,129.00000000000134,117.99999999999588,,1873.9999999999932
2019.08.19,249.99999999999466,109.00000000000354,-2.999999999997449,175.99999999999838,276.9999999999939,-256.0000000000002,201.99999999999108,-79.99999999999119,290.9999999999968,154.99999999999403,147.00000000000824,304.00000000000205,194.0000000000053,95.00000000000064,164.99999999999292,,2025.9999999999927
2019.08.19,270.0000000000036,111.00000000001664,-4.000000000004,225.99999999999287,299.99999999998914,-242.999999999995,235.99999999999176,-81.9999999999932,308.9999999999975,182.99999999999983,104.99999999999955,311.9999999999976,192.99999999999872,129.9999999999968,196.99999999998053,,2242.9999999999723
2019.08.19,285.9999999999974,34.000000000000696,-45.99999999999049,143.99999999998857,273.9999999999965,-197.00000000000273,206.99999999999054,-112.99999999999643,181.0000000000116,92.00000000000318,96.00000000000719,230.99999999999454,262.00000000000665,80.99999999999774,214.99999999998744,,1746.9999999999923
2019.08.19,246.99999999999721,-42.999999999993044,-15.00000000000945,29.999999999996696,263.99999999999756,-194.00000000000261,157.99999999999147,-186.99999999999272,44.999999999987494,28.000000000005798,45.000000000006146,210.99999999999852,436.00000000001415,73.99999999999629,257.99999999998045,,1356.999999999974
2019.08.19,273.9999999999965,-48.99999999998794,-35.999999999991594,56.99999999999594,268.9999999999859,-167.99999999999216,190.00000000000128,-174.99999999999181,46.999999999997044,31.000000000003247,5.000000000010552,197.00000000000273,412.9999999999967,102.00000000000209,285.00000000000193,,1442.0000000000305
2019.08.19,236.00000000000287,-36.999999999998145,-2.999999999997449,21.999999999988695,261.0000000000001,-118.99999999999977,134.99999999999625,-191.99999999999218,-48.00000000000182,60.000000000015596,97.00000000001374,132.000000000005,540.0000000000072,68.99999999999685,286.99999999999284,,1440.0000000000296
2019.08.19,236.00000000000287,11.00000000000545,-22.999999999995246,68.99999999998573,242.99999999999324,-140.00000000000057,126.99999999999933,-143.9999999999997,25.000000000005684,117.99999999999588,195.00000000001182,135.00000000000512,442.00000000000904,54.999999999993946,229.99999999999687,,1579.0000000000093
2019.08.19,236.00000000000287,30.0000000000189,4.000000000004,86.99999999999264,268.9999999999859,-164.99999999999204,130.99999999999224,-149.99999999999457,79.00000000000773,103.00000000000864,214.00000000000307,194.99999999999318,436.9999999999985,37.99999999999359,207.99999999998596,,1716.000000000001
