date,USDCAD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.10.05,-1.0000000000065512,-72.0000000000054,0.0,-155.00000000000114,-53.00000000000304,-43.999999999999595,0.0,0.0,-25.999999999992696,-12.000000000012001,-15.000000000000568,-31.00000000000591,-78.00000000000296,-97.00000000000264,-24.999999999997247,,-609.0000000000298
2015.10.05,26.999999999999247,-62.000000000006494,28.000000000005798,-123.00000000000466,-33.000000000005244,-51.000000000001044,67.00000000000594,-58.9999999999975,-281.0000000000201,4.000000000004,-39.00000000000148,-54.000000000002046,-61.00000000000705,-129.9999999999968,-53.999999999998494,,-821.000000000026
2015.10.05,59.99999999999339,-102.00000000000209,49.00000000001015,-88.00000000000807,-94.00000000000519,-26.999999999999247,75.00000000000284,195.99999999999795,-315.99999999998295,-21.00000000000435,-9.000000000000341,-18.000000000000682,-156.0000000000059,-207.99999999999707,-21.999999999999797,,-681.0000000000014
2015.10.05,195.9999999999962,-161.00000000000003,75.00000000000284,-46.00000000000648,-70.0000000000034,-90.0000000000012,55.000000000005045,92.99999999998931,-152.0000000000188,113.99999999999189,128.0000000000001,16.999999999995907,-192.00000000000728,-231.99999999999886,-51.000000000001044,,-316.00000000005576
2015.10.05,208.99999999999253,-209.9999999999991,97.00000000001374,-48.00000000000182,-59.000000000009045,-134.0000000000008,63.99999999999739,98.99999999998954,-4.999999999988347,153.00000000000313,126.99999999999534,21.99999999999136,-280.00000000000114,-229.00000000000142,-123.00000000000644,,-317.00000000002507
2015.10.05,192.99999999999872,-194.0000000000053,90.00000000001229,-174.99999999999716,-30.000000000007798,-117.00000000000044,87.99999999999919,-36.000000000001364,73.99999999999629,207.99999999998596,76.99999999999818,64.99999999999773,-249.00000000000944,-165.9999999999995,-102.99999999999754,,-275.0000000000301
2015.10.05,48.99999999998794,-94.00000000000519,69.00000000000794,-210.00000000000796,-9.00000000000345,-46.00000000000159,56.0000000000005,-153.00000000002,228.99999999999034,36.999999999998145,-47.000000000011255,33.00000000000125,-96.00000000000364,-97.00000000000264,-51.000000000001044,,-330.0000000000706
2015.10.05,71.99999999998319,-146.00000000000168,70.0000000000145,-183.00000000000693,13.999999999991797,-126.99999999999933,51.99999999999649,-146.000000000015,259.0000000000092,38.0000000000047,-12.000000000000455,37.9999999999967,-183.9999999999975,-57.00000000000705,-133.00000000000534,,-445.0000000000367
2015.10.05,-1.0000000000065512,-126.99999999999933,81.00000000001995,-191.0000000000025,-119.00000000000244,-89.00000000000574,58.000000000002494,-137.00000000000045,-212.00000000001216,82.99999999998863,-22.00000000000557,-151.00000000001046,-147.00000000000557,-265.0000000000041,-102.00000000000209,,-1341.0000000000457
2015.10.05,-29.999999999996696,-92.99999999999864,94.00000000001629,-291.000000000011,-162.0000000000066,-87.00000000000374,68.00000000000139,-163.0000000000109,-231.0000000000034,114.99999999999844,-12.000000000000455,-158.00000000000125,-117.00000000000443,-280.9999999999979,-68.00000000000139,,-1416.0000000000205
