date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.04.04,-132.99999999999423,-46.0000000000127,-78.00000000000028,-15.999999999991132,-70.0000000000145,-66.99999999999484,-227.00000000002163,-76.99999999999375,-119.00000000000244,-87.99999999999919,-31.999999999982265,-80.99999999999774,-112.000000000001,-143.99999999998857,-29.00000000001235,-29.999999999996696,-11.00000000000989,-35.0000000000108,-114.99999999999488,-75.00000000000284,,-1585.0000000000218
2016.04.04,-112.000000000001,-45.000000000006146,-55.99999999998939,-26.999999999986812,-78.00000000000028,-109.00000000000354,-174.00000000000747,-73.99999999999629,-146.99999999999713,-90.0000000000012,-31.999999999982265,-29.00000000001235,-36.999999999998145,-106.99999999999044,4.999999999988347,48.000000000003595,-19.000000000005457,24.00000000000091,-144.99999999999602,-35.00000000000725,,-1238.9999999999882
2016.04.04,-181.9999999999933,-30.0000000000189,-119.00000000000244,-18.000000000000682,-163.00000000000205,-129.00000000000134,-266.0000000000107,-100.99999999999554,-216.0000000000051,-73.99999999999629,-11.999999999972033,31.999999999987594,-25.00000000000835,-116.00000000000499,109.99999999998789,134.99999999999625,-34.000000000006025,30.9999999999917,-201.99999999999818,32.999999999994145,,-1346.0000000000582
2016.04.04,-178.99999999999582,-22.0000000000109,-96.99999999999153,121.00000000000932,-148.00000000001478,-105.99999999999498,-280.0000000000136,-104.99999999999955,-202.9999999999976,-68.99999999999685,184.00000000002592,131.99999999999878,-29.999999999996696,-41.99999999998649,72.99999999998974,38.0000000000047,49.99999999999716,91.99999999999875,-198.99999999999807,61.999999999995396,,-727.9999999999773
2016.04.04,-180.99999999999784,-24.000000000001798,-103.99999999999298,67.00000000000728,-156.00000000000057,-102.99999999999754,-336.00000000000296,-109.99999999999899,-201.00000000000674,-63.99999999999739,127.00000000000955,150.99999999999002,-234.00000000000088,-28.999999999990145,-36.999999999998145,61.99999999998429,-3.0000000000001137,33.999999999991815,-185.99999999999284,-14.999999999998348,,-1341.9999999999943
2016.04.04,-195.9999999999962,31.999999999987594,-109.99999999998789,103.9999999999992,-197.00000000000273,-137.9999999999937,-355.0000000000164,-102.99999999999754,-248.99999999999923,-36.0000000000027,228.00000000000864,219.99999999999798,-263.99999999999756,-9.999999999998899,-79.99999999999119,97.9999999999981,18.000000000000682,4.9999999999954525,-257.99999999999557,-1.0000000000065512,,-1291.9999999999984
2016.04.04,-156.99999999999602,36.999999999998145,-55.000000000005045,-69.99999999999318,-168.0000000000126,-192.00000000000327,-297.0000000000139,-73.99999999999629,-241.00000000000233,-85.00000000000173,11.000000000024102,225.99999999999287,-473.99999999999665,45.000000000006146,-296.9999999999917,62.99999999999084,-109.99999999999943,-149.0000000000009,-238.9999999999901,-117.00000000000044,,-2342.9999999999914
2016.04.04,-129.00000000000134,92.99999999998754,-5.999999999994898,-166.99999999998738,-134.00000000001188,-207.00000000000162,-312.00000000000114,-85.00000000000173,-243.99999999999977,-76.99999999999375,-1.999999999981128,192.99999999999872,-499.000000000005,39.00000000001125,-330.9999999999924,-107.00000000001265,-121.99999999999989,-180.99999999999739,-236.0000000000042,-107.00000000000153,,-2620.99999999999
2016.04.04,-88.99999999999464,126.99999999998823,39.999999999995595,-167.99999999999216,-107.00000000001265,-187.9999999999993,-306.00000000000625,-61.999999999995396,-206.00000000000617,-71.99999999999429,-9.999999999990905,282.0000000000045,-503.000000000009,100.0000000000112,-287.9999999999994,-104.99999999999955,-147.00000000000557,-213.00000000000807,-102.99999999999443,-77.00000000000485,,-2095.000000000013
2016.04.04,-70.99999999999883,129.00000000000134,53.999999999998494,-269.999999999996,-222.00000000001108,-190.00000000000128,-271.0000000000212,-41.000000000002146,-192.00000000000327,-95.00000000000064,-203.9999999999793,299.99999999998914,-1076.0000000000102,130.99999999999224,-812.999999999997,-160.00000000000458,-313.0000000000024,-585.000000000008,-66.0000000000025,-322.00000000000006,,-4277.000000000057
2016.04.04,-78.00000000000028,137.9999999999937,9.999999999998899,-256.0000000000002,-209.00000000001472,-99.00000000000463,-296.0000000000074,-31.999999999998696,-126.0000000000039,-64.99999999999284,-161.99999999997772,363.9999999999866,-1002.9999999999983,103.99999999999298,-693.0000000000102,-141.00000000001333,-255.00000000000966,-539.0000000000015,28.999999999996362,-331.999999999999,,-3641.0000000000637
2016.04.04,-83.9999999999952,146.99999999998602,-18.999999999991246,-158.99999999999181,-175.99999999999838,-43.00000000000415,-314.00000000001427,-20.999999999993246,-77.00000000000485,-41.9999999999976,-12.999999999976808,394.00000000000546,-1083.9999999999961,107.00000000001265,-739.0000000000008,-261.0000000000001,-192.00000000000728,-493.9999999999998,40.99999999999682,-355.0000000000053,,-3383.999999999976
2016.04.04,-131.99999999999878,134.99999999999625,-109.99999999998789,-105.99999999999454,-158.0000000000137,-78.00000000000028,-356.00000000000074,-56.99999999999594,-123.00000000000644,0.0,67.00000000000728,360.9999999999891,-1110.9999999999952,-15.999999999993797,-642.9999999999936,-197.00000000000273,-145.00000000001023,-442.0000000000073,-12.999999999991019,-380.00000000000256,,-3504.000000000002
2016.04.04,-143.9999999999997,17.000000000000348,-130.99999999999224,-152.9999999999916,-238.0000000000049,34.000000000000696,-327.00000000001063,-54.999999999993946,-38.0000000000047,-12.999999999996348,-166.99999999997317,295.0000000000008,-1144.999999999996,-22.999999999995246,-722.0000000000005,-392.9999999999989,-221.00000000000364,-600.9999999999991,99.00000000000375,-430.00000000000813,,-4355.999999999964
2016.04.04,-163.00000000000205,10.999999999983245,-158.99999999999804,-140.00000000000057,-299.00000000000483,50.0000000000056,-281.0000000000201,-41.000000000002146,-34.99999999999615,-5.999999999994898,-146.99999999999136,273.9999999999965,-1207.0000000000025,-46.999999999997044,-747.0000000000088,-253.00000000001432,-222.0000000000084,-585.000000000008,121.99999999999989,-419.9999999999982,,-4295.000000000062
2016.04.04,-202.0000000000022,17.999999999984695,-164.99999999999292,-125.99999999999056,-307.00000000001285,48.99999999999905,-357.00000000000733,-56.0000000000005,-67.00000000000594,-7.9999999999968985,-101.99999999997544,384.9999999999909,-1211.0000000000066,8.999999999992347,-751.0000000000127,-285.00000000000193,-225.9999999999991,-579.9999999999983,124.00000000000944,-408.00000000000836,,-4266.000000000035
2016.04.04,-212.00000000000108,25.999999999992696,-168.99999999999693,-268.99999999999125,-259.0000000000092,19.00000000000235,-372.00000000001677,-63.99999999999739,-102.00000000000209,-2.999999999997449,-323.99999999998386,333.9999999999899,-1102.000000000003,1.0000000000065512,-645.0000000000067,-130.0000000000079,-313.0000000000024,-615.9999999999997,120.00000000000455,-378.00000000000057,,-4458.000000000021
2016.04.04,-196.99999999999162,19.999999999997797,-150.00000000000568,-242.999999999995,-284.00000000001756,-19.999999999997797,-332.00000000002115,-53.999999999998494,-121.00000000000443,-31.999999999998696,-291.99999999997317,353.0000000000033,-1015.0000000000103,29.00000000001235,-622.9999999999958,-136.00000000000279,-321.00000000001216,-591.9999999999987,127.00000000000955,-331.999999999999,,-4214.999999999999
2016.04.04,-222.99999999999542,-141.00000000001333,-181.9999999999933,-259.9999999999909,-344.00000000001097,-10.999999999994348,-293.0000000000099,-36.0000000000027,-114.00000000000298,-93.99999999999409,-475.9999999999991,273.9999999999965,-1160.0000000000055,76.99999999999375,-768.9999999999975,-286.00000000000847,-379.0000000000049,-701.9999999999982,127.00000000000955,-369.0000000000082,,-5361.00000000003
2016.04.04,-297.9999999999983,-169.00000000001913,-285.00000000000193,-219.99999999999886,-473.0000000000123,85.99999999999719,-371.00000000001023,-51.000000000001044,-29.000000000001247,-78.99999999999574,-381.9999999999766,380.9999999999869,-1268.0000000000025,25.00000000000835,-941.9999999999984,-456.9999999999963,-392.0000000000101,-745.0000000000045,266.9999999999959,-418.0000000000073,,-5820.0000000000455
2016.04.04,-275.99999999999847,-137.00000000000932,-255.99999999998957,-217.9999999999893,-507.9999999999973,139.99999999999568,-408.00000000000836,-27.999999999994696,-9.00000000000345,-76.99999999999375,-297.9999999999734,453.99999999999886,-1336.0000000000039,63.000000000013046,-995.0000000000125,-553.0000000000035,-386.0000000000099,-716.0000000000082,243.99999999999977,-431.0000000000036,,-5730.999999999992
2016.04.04,-269.9999999999925,-175.99999999999838,-280.9999999999979,-86.99999999998909,-560.0000000000049,167.00000000000603,-324.0000000000132,34.99999999999615,32.999999999994145,-92.00000000000318,-278.99999999999636,431.99999999998795,-1560.9999999999902,148.99999999999915,-1029.0000000000132,-517.0000000000119,-362.99999999999955,-760.0000000000051,237.99999999999955,-509.00000000000387,,-5754.000000000036
2016.04.04,-315.9999999999941,-121.99999999999989,-320.9999999999935,-21.000000000000796,-547.0000000000086,119.99999999999788,-471.0000000000214,-43.999999999999595,-79.00000000000685,4.000000000004,-91.99999999998454,455.99999999998977,-1550.9999999999914,21.00000000000435,-988.9999999999955,-502.00000000000244,-329.00000000000773,-728.9999999999992,121.00000000000932,-464.00000000000887,,-5855.000000000008
2016.04.04,-347.9999999999928,-278.00000000000045,-326.9999999999884,-47.99999999998761,-426.9999999999996,87.99999999999919,-518.0000000000184,-87.00000000000374,-82.99999999999974,-53.999999999998494,-312.9999999999882,211.99999999998997,-1367.9999999999914,-31.000000000003247,-744.0000000000114,-357.00000000000733,-259.00000000000034,-646.0000000000008,115.0000000000091,-448.9999999999994,,-5921.999999999993
2016.04.04,-370.9999999999991,-266.0000000000107,-370.00000000000364,-81.99999999999363,-406.00000000001745,187.00000000000384,-488.00000000002177,-117.99999999999588,-39.00000000000014,-48.000000000003595,-307.9999999999927,191.99999999999218,-1204.000000000005,-96.00000000000719,-724.9999999999978,-398.00000000000944,-282.0000000000107,-654.0000000000106,237.99999999999955,-464.00000000000887,,-5702.000000000093
2016.04.04,-395.99999999999636,-76.0000000000094,-412.9999999999967,-22.999999999996135,-397.0000000000029,182.99999999999983,-721.000000000016,-144.99999999999514,-55.000000000005045,92.99999999999864,-58.9999999999975,414.9999999999876,-1465.0000000000052,-194.99999999998963,-608.0000000000085,-373.00000000000114,-216.99999999999875,-588.9999999999986,210.99999999999852,-431.99999999999903,,-5262.000000000032
2016.04.04,-425.99999999999307,8.999999999992347,-414.9999999999876,2.0000000000095497,-563.0000000000024,253.99999999999866,-724.0000000000135,-100.00000000000009,2.999999999997449,153.99999999999858,73.0000000000075,682.0000000000048,-1577.9999999999905,-83.9999999999952,-629.9999999999973,-443.0000000000156,-312.0000000000118,-618.0000000000092,275.0000000000057,-394.00000000000546,,-4835.000000000007
2016.04.04,-425.99999999999307,20.999999999982144,-424.00000000000216,18.000000000000682,-600.0000000000006,317.9999999999961,-696.0000000000077,-76.99999999999375,54.999999999993946,182.99999999999983,118.00000000002342,746.9999999999866,-1713.9999999999934,-28.999999999990145,-774.9999999999924,-565.0000000000155,-323.0000000000075,-647.0000000000056,325.00000000000284,-485.0000000000021,,-4976.000000000018
