date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.11.16,-76.0000000000094,-307.99999999999716,-129.99999999998568,-199.99999999998863,-0.9999999999843467,-89.00000000000574,-109.99999999999899,0.0,-80.00000000001339,-118.99999999999977,-39.00000000000014,-77.00000000000485,-43.99999999998272,-551.0000000000126,-144.99999999999514,-134.00000000000034,-50.99999999998772,-165.00000000000404,-1.0000000000065512,,-2319.9999999999773
2020.11.16,-27.00000000001035,-299.00000000000483,-42.999999999993044,-143.00000000000068,36.0000000000138,-80.99999999999774,-112.99999999999643,263.99999999999756,-43.00000000001525,-54.000000000002046,19.999999999997797,2.999999999997449,102.00000000000387,-629.9999999999973,-52.99999999999194,-109.99999999999943,-21.000000000000796,-168.00000000000148,113.99999999999189,,-1246.000000000009
2020.11.16,-32.0000000000098,-428.00000000000614,-32.999999999994145,-106.99999999999932,-112.99999999998533,-200.00000000000017,-174.99999999999181,297.9999999999983,-57.00000000001815,6.000000000000227,34.99999999999615,-9.00000000000345,187.00000000001182,-656.9999999999965,-89.99999999999008,-63.99999999999295,20.000000000010232,-219.00000000000253,167.9999999999904,,-1469.999999999983
2020.11.16,7.9999999999968985,-638.0000000000052,43.00000000001525,-59.99999999998806,-124.99999999999733,-353.99999999999875,-370.9999999999991,381.0000000000091,-56.000000000011596,105.99999999999454,100.99999999999554,-134.0000000000008,383.0000000000098,-506.0000000000064,-69.00000000000794,84.00000000000318,118.99999999999977,-377.0000000000051,110.00000000001009,,-1354.9999999999864
2020.11.16,-18.0000000000069,-618.0000000000074,-26.999999999999247,-73.99999999999807,-99.99999999998899,-292.9999999999988,-333.9999999999899,486.00000000000864,-43.00000000001525,54.99999999999261,107.99999999999699,-130.0000000000079,434.0000000000259,-543.0000000000045,-104.99999999999955,63.00000000000239,231.99999999999932,-333.0000000000055,100.99999999999554,,-1139.0000000000007
2020.11.16,-15.00000000000945,-574.0000000000078,-8.999999999992347,-58.9999999999975,-160.99999999998892,-323.0000000000066,-397.99999999999835,485.0000000000021,-29.00000000001235,107.99999999998988,141.99999999999767,-111.00000000000554,491.00000000001387,-418.9999999999916,-191.99999999999218,132.000000000005,285.0000000000108,-333.0000000000055,72.0000000000054,,-907.9999999999836
2020.11.16,-19.00000000000235,-608.0000000000085,-17.999999999984695,-135.99999999999568,-209.9999999999991,-367.0000000000062,-479.99999999999153,479.0000000000072,-42.0000000000087,70.99999999999795,140.99999999999113,-103.00000000000864,443.00000000001205,-432.9999999999945,-205.99999999999508,112.00000000000898,323.0000000000075,-342.000000000009,31.000000000003247,,-1363.999999999976
2020.11.16,54.999999999993946,-615.00000000001,53.00000000001415,-184.99999999998806,-194.99999999998963,-336.00000000000296,-491.99999999999244,442.00000000000904,-14.000000000002899,54.99999999999261,105.99999999999498,-96.00000000000719,386.0000000000241,-483.99999999999557,-130.0000000000079,49.000000000006594,341.99999999999875,-313.00000000000773,-59.000000000009045,,-1430.9999999999795
2020.11.16,51.99999999999649,-639.9999999999961,52.000000000007596,-217.9999999999893,-235.99999999999176,-346.9999999999973,-486.999999999993,456.00000000001194,-5.000000000010552,-2.0000000000095497,117.00000000000044,-104.99999999999955,342.00000000001296,-441.0000000000025,-184.00000000000637,55.00000000000682,298.0000000000018,-301.0000000000068,-28.999999999990145,,-1622.9999999999548
2020.11.16,29.999999999996696,-663.0000000000135,52.000000000007596,-208.99999999998897,-226.99999999999943,-346.0000000000019,-483.99999999999557,494.00000000001666,-66.00000000001049,-17.000000000010118,157.99999999999147,-125.00000000000844,350.9999999999991,-462.0000000000068,-165.9999999999995,52.99999999999727,293.00000000000637,-312.00000000000114,-25.00000000000835,,-1671.0000000000293
