date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2018.01.22,-63.99999999999739,-87.99999999999919,-9.999999999998899,-56.000000000011596,-38.0000000000047,0.0,-88.99999999999464,0.0,-173.99999999998528,-54.99999999999261,-60.00000000000449,-53.999999999998494,-40.00000000000669,-109.99999999999899,-54.000000000002046,-118.00000000002342,-140.99999999999113,-207.99999999998596,-195.9999999999962,-125.99999999999056,-31.00000000000591,-60.000000000002274,-32.999999999994145,,-1804.9999999999845
2018.01.22,-12.000000000000899,-170.99999999998784,69.9999999999923,48.99999999999238,19.999999999997797,107.99999999999699,-74.99999999999174,122.99999999998423,-148.99999999999915,-9.000000000000341,-23.00000000000635,32.999999999994145,-17.000000000000348,-93.99999999999409,75.00000000001705,-97.00000000000841,-135.9999999999806,-192.99999999999872,-191.00000000000784,-113.99999999999011,42.999999999992156,30.000000000001137,22.999999999995246,,-707.0000000000031
2018.01.22,51.000000000001044,-191.99999999999218,97.9999999999981,1.9999999999953388,57.99999999998029,71.99999999999429,-83.9999999999952,163.9999999999864,-141.99999999999767,-15.000000000000568,-2.000000000002,54.999999999993946,30.999999999992145,-129.00000000000134,87.00000000001751,-124.00000000002365,-174.99999999999181,-327.99999999999494,-293.0000000000099,-136.99999999998624,30.000000000001137,33.00000000000125,31.000000000003247,,-909.0000000000308
2018.01.22,56.0000000000005,-153.00000000000313,112.99999999998533,100.99999999999909,100.99999999999554,79.99999999999119,-139.99999999999568,209.9999999999991,-68.00000000000139,64.00000000000716,1.999999999990898,78.00000000000028,86.99999999999264,-108.99999999999244,165.99999999999682,-123.00000000001887,-77.99999999997809,-224.000000000002,-289.0000000000059,-110.99999999999,67.99999999999784,117.999999999995,-46.999999999997044,,-98.00000000003314
2018.01.22,50.0000000000056,-170.00000000000347,121.99999999999989,51.9999999999925,84.99999999997954,64.99999999999284,-129.9999999999968,190.99999999998562,-112.000000000001,70.00000000000739,6.999999999990347,56.0000000000005,58.99999999999794,-78.99999999999574,152.00000000001523,-106.00000000002296,-125.99999999998168,-229.99999999999687,-252.0000000000078,-121.99999999999989,51.9999999999925,78.99999999999352,-34.000000000000696,,-321.0000000000535
2018.01.22,45.000000000006146,-156.99999999998494,150.99999999999002,41.99999999998738,39.999999999995595,58.99999999999794,-117.00000000000044,183.99999999998417,-163.9999999999864,48.00000000000182,31.999999999998696,42.999999999993044,76.99999999999375,-115.99999999999389,127.00000000000955,-28.00000000002001,-225.99999999999287,-213.99999999998087,-313.00000000000773,-138.9999999999958,31.999999999996476,91.99999999999875,-51.000000000001044,,-553.0000000000106
2018.01.22,102.00000000000209,-358.9999999999982,252.99999999999213,129.99999999999545,76.99999999999375,-49.00000000001015,-70.99999999999883,106.99999999999044,-194.99999999998963,70.00000000000739,36.999999999998145,12.000000000000899,39.00000000000014,-108.99999999999244,80.0000000000125,-24.00000000000091,-284.9999999999797,-195.9999999999962,-279.99999999999136,-172.9999999999876,19.99999999999602,72.00000000000273,-46.999999999997044,,-788.9999999999504
2018.01.22,170.99999999999892,-363.9999999999866,333.9999999999899,199.99999999998863,100.99999999999554,-64.0000000000085,-39.999999999995595,140.99999999999113,-168.99999999999693,31.00000000000591,81.9999999999932,17.000000000000348,56.99999999999594,-115.99999999999389,36.000000000001364,4.9999999999954525,-315.99999999998295,-173.99999999998528,-293.0000000000099,-182.99999999999272,-22.00000000000557,54.000000000002046,-62.99999999999084,,-574.9999999999905
2018.01.22,168.99999999999693,-344.99999999999534,322.00000000000006,209.99999999999375,99.99999999998899,-59.000000000009045,-80.99999999999774,167.9999999999904,-153.9999999999875,67.99999999999784,81.9999999999932,22.999999999995246,71.99999999999429,-108.99999999999244,100.00000000002274,-5.000000000023874,-294.9999999999786,-229.99999999999687,-395.000000000012,-181.99999999998795,9.000000000000341,90.99999999999397,-90.00000000001229,,-531.0000000000259
2018.01.22,129.9999999999968,-285.00000000000193,323.0000000000066,197.9999999999933,79.99999999999119,7.9999999999968985,-91.99999999999208,160.99999999998892,-195.9999999999962,70.99999999999795,81.9999999999932,68.00000000000139,121.99999999999989,-129.00000000000134,126.00000000000477,34.99999999999659,-338.99999999997823,-320.9999999999935,-452.00000000000796,-181.99999999998795,75.00000000000284,168.99999999999693,-92.00000000000318,,-439.9999999999952
2018.01.22,100.00000000000009,-282.9999999999888,322.00000000000006,197.9999999999933,90.99999999999665,57.99999999999139,-104.99999999999955,149.9999999999835,-226.99999999999943,112.99999999999955,53.999999999998494,75.00000000000284,115.99999999999389,-136.99999999999824,161.00000000000136,25.999999999982037,-414.9999999999876,-398.9999999999938,-530.0000000000082,-207.9999999999984,129.0000000000049,192.99999999999784,-89.00000000000574,,-607.0000000000337
2018.01.22,168.00000000000148,-282.0000000000045,392.9999999999989,221.9999999999942,75.99999999998718,43.999999999999595,-83.9999999999952,165.9999999999995,-212.99999999999653,108.99999999999466,96.99999999999153,92.99999999999864,126.99999999999933,-157.99999999999147,174.0000000000066,76.99999999999818,-405.9999999999952,-397.99999999998727,-503.99999999999335,-199.99999999998863,123.00000000000466,176.9999999999925,-32.999999999994145,,-231.9999999999793
2018.01.22,168.99999999999693,-360.0000000000048,398.9999999999938,211.9999999999891,81.9999999999821,17.999999999995797,-100.99999999999554,137.9999999999937,-215.99999999999397,3.0000000000001137,103.99999999999298,107.00000000000153,146.99999999999713,-169.99999999999238,61.00000000000705,86.99999999998909,-491.99999999998136,-430.9999999999814,-565.9999999999999,-196.99999999998852,81.99999999999363,158.99999999999181,-60.99999999999994,,-826.000000000013
2018.01.22,217.0000000000005,-344.99999999999534,445.99999999999085,217.9999999999893,83.9999999999952,16.999999999989246,-43.999999999999595,197.99999999998707,-207.00000000000162,42.00000000000159,134.99999999999625,109.99999999999899,96.99999999999153,-156.00000000000057,106.00000000002296,137.9999999999768,-493.99999999999443,-417.99999999998505,-556.0000000000009,-201.99999999999818,96.9999999999942,99.99999999999432,-46.0000000000127,,-463.00000000005963
