date,USDCHF,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2016.12.12,-185.99999999999727,-168.99999999999693,-22.00000000000557,-202.9999999999976,-70.00000000000739,-158.0000000000026,-168.99999999999693,-119.99999999999788,-82.00000000000429,-38.99999999998727,0.0,-320.00000000000915,-58.9999999999975,-85.00000000000796,-111.99999999999477,,-1794.0000000000032
2016.12.12,-73.99999999999629,-129.00000000000134,-13.999999999995794,-110.99999999999443,-31.00000000000591,-1.0000000000065512,-110.99999999999443,-111.00000000000554,-59.000000000009045,106.99999999999932,106.99999999999932,-404.0000000000044,-0.999999999990564,-84.00000000000318,-173.00000000000182,,-1089.0000000000105
2016.12.12,-90.99999999999665,-150.99999999999002,48.00000000000182,-136.00000000000279,83.99999999998897,46.00000000000159,-73.99999999999629,-97.9999999999981,-118.00000000000699,141.9999999999959,186.00000000000705,-383.0,129.0000000000049,20.999999999986585,-102.00000000000387,,-497.00000000000784
2016.12.12,23.00000000001745,-146.99999999998602,-18.000000000000682,-49.99999999999449,49.99999999999716,178.00000000000037,53.00000000000304,-24.000000000001798,-113.00000000000753,194.99999999999318,133.00000000000978,-329.00000000000153,158.00000000000125,106.99999999999932,-66.0000000000025,,150.000000000027
2016.12.12,26.999999999999247,-130.99999999999224,-31.00000000000591,86.99999999999264,-21.000000000000796,178.99999999999582,94.00000000000519,20.999999999993246,-53.999999999998494,97.00000000000841,45.000000000001705,-273.0000000000121,90.00000000000341,36.99999999999193,-111.99999999999477,,54.99999999998721
2016.12.12,99.00000000000463,-51.99999999998539,67.99999999999784,134.99999999999625,30.000000000001137,220.99999999999343,101.00000000000664,7.0000000000014495,-26.000000000003798,227.00000000000387,94.99999999999886,-295.0000000000008,185.00000000000227,109.99999999999943,-81.00000000000307,,824.0000000000127
2016.12.12,31.000000000003247,-166.99999999998383,-28.999999999996362,34.000000000000696,3.0000000000001137,229.99999999999687,163.00000000000205,70.0000000000034,-111.00000000000554,138.00000000000523,108.00000000000409,-205.00000000001074,161.00000000000136,162.9999999999967,-22.999999999996135,,566.0000000000211
2016.12.12,-34.000000000000696,-253.99999999999866,-60.000000000002274,-15.00000000000945,42.999999999992156,202.0000000000022,164.00000000000858,107.00000000000153,-161.00000000000003,81.99999999999363,159.9999999999966,-144.99999999999514,195.0000000000074,200.9999999999934,16.999999999995907,,501.9999999999851
2016.12.12,-31.999999999987594,-265.99999999998846,-180.00000000000682,-25.999999999992696,-79.9999999999983,175.99999999999838,159.00000000000912,107.00000000000153,-184.00000000000637,-110.99999999999,51.00000000000193,-184.99999999999073,57.00000000000216,68.9999999999884,-15.000000000000568,,-459.99999999996
2016.12.12,-66.99999999999484,-329.00000000000153,-161.00000000000136,-72.99999999998974,-50.00000000001137,146.99999999999713,114.00000000000298,125.99999999999278,-231.99999999999886,-55.999999999983174,121.99999999999989,-190.00000000000128,66.0000000000025,44.999999999987494,-25.000000000005684,,-563.000000000005
2016.12.12,-92.99999999998754,-353.99999999998766,-216.99999999999875,-182.99999999999983,-9.000000000000341,139.00000000000023,77.00000000000485,104.99999999999955,-304.00000000000426,-207.9999999999984,173.00000000000182,-231.0000000000034,41.00000000001103,19.99999999999602,-15.000000000000568,,-1058.9999999999673
2016.12.12,-39.999999999995595,-298.9999999999826,-221.00000000000364,-83.9999999999952,-87.0000000000033,173.9999999999964,84.0000000000063,137.9999999999937,-238.0000000000049,-168.00000000000637,87.0000000000033,-158.99999999999804,31.00000000000591,3.0000000000001137,-9.000000000000341,,-787.9999999999843
2016.12.12,-30.999999999981043,-304.9999999999997,-120.00000000000455,-42.0000000000087,-5.000000000009663,195.9999999999962,74.00000000000739,173.00000000000094,-216.0000000000051,-48.00000000000182,177.0000000000067,-99.00000000000463,108.00000000000409,23.9999999999867,57.00000000000216,,-57.000000000011056
2016.12.12,6.000000000017103,-264.9999999999819,66.99999999999307,-32.0000000000098,141.9999999999959,209.9999999999991,145.00000000000622,112.000000000001,-203.00000000000873,182.00000000001637,353.00000000000864,-228.99999999999034,258.0000000000098,226.99999999998965,103.9999999999992,,1077.0000000000452
2016.12.12,-17.999999999984695,-252.99999999999213,81.99999999999363,-42.0000000000087,193.9999999999884,178.00000000000037,124.00000000000189,163.00000000000205,-197.99999999999818,200.00000000001705,359.99999999999943,-110.00000000001009,240.99999999999966,236.99999999999477,185.99999999999284,,1343.9999999999964
2016.12.12,-8.999999999992347,-273.9999999999965,87.0000000000033,-35.999999999991594,150.99999999999625,183.99999999999528,137.00000000000932,190.00000000000128,-208.00000000000819,210.00000000000796,359.99999999999943,-65.00000000000395,251.00000000000477,237.99999999999955,213.99999999999864,,1430.0000000000232
2016.12.12,28.000000000005798,-299.99999999998914,161.00000000000136,-19.999999999997797,214.9999999999892,215.99999999999397,126.99999999999933,170.00000000000347,-229.00000000000142,283.00000000001546,457.00000000000784,-134.99999999999625,314.00000000000716,265.99999999999113,263.00000000000523,,1816.0000000000355
2016.12.12,22.0000000000109,-335.9999999999808,170.0000000000017,18.999999999991246,221.9999999999942,249.99999999999466,184.00000000000637,210.99999999999451,-260.00000000000466,311.00000000000705,519.0000000000055,-116.00000000000499,355.000000000004,332.9999999999984,293.99999999999693,,2178.000000000015
2016.12.12,48.000000000003595,-363.0000000000022,227.99999999999443,-1.999999999990898,253.0000000000001,258.0000000000027,147.00000000000824,219.99999999999798,-309.99999999999915,355.0000000000182,561.000000000007,-198.99999999999363,377.00000000000955,325.9999999999934,316.0000000000025,,2215.000000000052
2016.12.12,-46.999999999997044,-463.9999999999977,283.00000000000125,92.00000000000318,347.999999999999,181.9999999999933,151.00000000000114,246.00000000000176,-253.0000000000032,557.0000000000164,661.0000000000014,-146.00000000000168,455.0000000000125,411.9999999999919,408.00000000000125,,2885.000000000023
2016.12.12,-68.00000000000139,-488.9999999999839,439.9999999999977,55.99999999998939,512.999999999991,166.99999999999494,107.00000000000153,210.99999999999451,-278.00000000000045,768.0000000000007,841.0000000000082,-252.99999999999213,535.0000000000108,543.9999999999969,546.0000000000065,,3640.000000000014
