date,GBPUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.07.26,-131.99999999999878,0.0,-17.000000000000348,0.0,-114.99999999999844,-1.0000000000047748,0.0,-72.0000000000054,-385.00000000001313,0.0,0.0,0.0,-165.9999999999995,,-888.0000000000205
2021.07.26,-82.00000000000429,175.00000000001137,63.00000000000195,120.99999999999334,-124.99999999999733,104.99999999998977,85.00000000000796,-85.00000000000173,-408.00000000000836,37.9999999999967,84.00000000000318,100.99999999999909,-161.99999999999548,,-90.00000000000384
2021.07.26,-42.0000000000087,222.0000000000084,62.000000000006494,137.9999999999937,-131.99999999999878,157.99999999998704,111.99999999999477,-153.00000000000313,-408.00000000000836,39.00000000000148,106.99999999999932,87.0000000000033,-192.00000000000327,,-2.000000000027711
2021.07.26,48.99999999998794,355.000000000004,77.00000000000485,232.99999999999432,-119.99999999999788,319.9999999999932,175.00000000001137,-219.99999999999798,-401.00000000000693,52.99999999999727,146.0000000000008,245.00000000000455,-200.99999999999562,,710.9999999999998
2021.07.26,32.999999999994145,354.0000000000134,63.00000000000195,218.99999999999142,-134.99999999999625,292.0000000000016,171.99999999999704,-248.00000000000378,-452.99999999999227,28.999999999996362,137.00000000000045,222.0000000000084,-209.00000000000364,,476.00000000000887
2021.07.26,34.000000000000696,339.00000000001285,70.99999999999883,271.9999999999945,-131.00000000000333,266.9999999999959,149.0000000000009,-218.00000000000708,-326.0000000000041,36.000000000001364,135.00000000000512,265.00000000000057,-216.0000000000051,,676.9999999999911
2021.07.26,-56.99999999999594,328.00000000000296,57.00000000000705,170.99999999999892,-161.99999999999548,210.9999999999843,128.00000000001432,-268.0000000000016,-578.9999999999961,-7.000000000005002,60.000000000002274,145.00000000001023,-238.0000000000049,,-210.99999999997897
2021.07.26,-119.00000000000244,229.00000000001342,52.000000000007596,141.00000000000225,-170.99999999999892,60.99999999997863,2.0000000000095497,-266.0000000000107,-648.0000000000041,-87.0000000000033,-55.999999999997385,46.00000000000648,-173.00000000000094,,-988.9999999999999
2021.07.26,-110.00000000001009,154.00000000001057,17.000000000000348,112.99999999999643,-187.9999999999993,-64.99999999999773,-79.00000000000773,-331.999999999999,-714.999999999999,-186.00000000000705,-161.00000000000136,-34.99999999999659,-131.99999999999878,,-1719.0000000000093
2021.07.26,-73.99999999999629,188.0000000000024,11.00000000000545,143.9999999999997,-183.99999999999528,-34.000000000020236,-38.000000000010914,-346.0000000000019,-649.999999999995,-158.00000000000125,-125.0,18.000000000000682,-148.0000000000037,,-1396.0000000000161
