date,USDJPY,CHFJPY,EURGBP,GBPJPY,CADJPY,empty,sum
2021.11.01,-72.00000000000273,-266.9999999999959,-16.0000000000049,-134.9999999999909,-132.000000000005,,-621.9999999999994
2021.11.01,-69.99999999999318,-299.99999999999716,2.999999999997449,-140.99999999999113,-123.00000000000466,,-630.9999999999886
2021.11.01,-66.0000000000025,-307.00000000000216,3.999999999992898,-164.99999999999204,-111.0000000000042,,-645.0000000000081
2021.11.01,-150.99999999999625,-337.99999999999386,-4.999999999999449,-234.99999999998522,-156.99999999999648,,-885.9999999999712
2021.11.01,-144.99999999999602,-347.999999999999,-33.000000000005244,-240.99999999998545,-216.99999999999875,,-983.9999999999844
2021.11.01,-99.99999999999432,-299.99999999999716,-29.999999999996696,-197.99999999997908,-144.99999999999602,,-772.9999999999633
2021.11.01,-42.00000000000159,-259.00000000000034,24.000000000001798,-60.000000000002274,-88.00000000000807,,-425.00000000001046
2021.11.01,-67.99999999999784,-278.99999999999636,0.999999999995449,-108.00000000000409,-114.00000000000432,,-568.0000000000072
2021.11.01,-55.999999999997385,-263.9999999999958,-2.000000000002,-88.99999999999864,-114.99999999999488,,-525.9999999999886
2021.11.01,0.0,-191.0000000000025,-31.999999999998696,-38.99999999998727,-85.99999999999852,,-347.999999999987
2021.11.01,-88.99999999999864,-250.0,-29.000000000001247,-143.00000000000068,-141.9999999999959,,-652.9999999999965
2021.11.01,-111.99999999999477,-254.99999999999545,-40.00000000000669,-201.99999999999818,-159.9999999999966,,-768.9999999999917
2021.11.01,-180.99999999999739,-262.00000000000045,-34.000000000000696,-225.9999999999991,-159.9999999999966,,-862.9999999999942
2021.11.01,-203.00000000000296,-295.99999999999227,-24.999999999997247,-205.99999999998886,-141.00000000000534,,-870.9999999999867
2021.11.01,-177.99999999999727,-347.999999999999,-9.999999999998899,-284.9999999999966,-183.00000000000693,,-1003.9999999999986
2021.11.01,-210.99999999999852,-387.999999999991,-12.000000000000899,-352.00000000000387,-227.99999999999443,,-1190.9999999999886
2021.11.01,-220.99999999998943,-359.99999999999943,24.999999999997247,-265.99999999999113,-185.00000000000227,,-1006.999999999985
