date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.12.07,-0.999999999995449,-15.00000000000945,-82.99999999998863,27.999999999991587,39.00000000001125,17.999999999995797,7.9999999999968985,-42.0000000000087,-21.00000000000435,61.00000000000705,12.999999999996348,19.00000000000235,-33.000000000005244,-114.00000000000298,-32.999999999994145,-75.00000000001705,-82.00000000000429,-206.00000000001728,-26.999999999999247,-4.000000000004,-102.00000000000209,,-652.0000000000515
2015.12.07,-63.99999999999739,7.999999999985796,-69.9999999999923,10.000000000005116,-27.999999999983594,-47.00000000000814,-109.99999999999899,92.00000000000318,-79.00000000000685,7.999999999995566,29.999999999996696,7.0000000000014495,-100.00000000000009,-90.0000000000012,170.00000000000347,-76.99999999999818,-131.99999999999878,-468.00000000000176,14.000000000002899,-160.00000000000458,-205.00000000001074,,-1291.0000000000082
2015.12.07,26.999999999999247,53.999999999998494,-166.99999999998383,58.9999999999975,-93.99999999999409,-23.00000000000635,-82.00000000000429,-5.000000000010552,-58.99999999998684,81.00000000000307,-68.00000000000139,-39.00000000000014,-143.9999999999997,-139.00000000000023,182.99999999999983,-146.99999999999136,-316.99999999998954,-571.0000000000103,-58.99999999999794,-54.00000000000959,-207.00000000000162,,-1770.9999999999895
2015.12.07,2.999999999997449,21.00000000000435,-126.99999999998823,13.999999999995794,-211.99999999998997,-8.000000000008,-97.9999999999981,8.000000000008,-55.99999999998939,84.00000000000318,-116.00000000000499,-4.000000000004,-150.00000000000568,-132.99999999999423,99.99999999998899,-141.9999999999959,-402.9999999999978,-557.0000000000075,-168.99999999999693,-20.0000000000089,-253.00000000001432,,-2218.000000000006
2015.12.07,-60.99999999999994,-29.00000000001235,-76.99999999999375,45.000000000001705,-214.99999999998744,-63.00000000000195,-174.00000000000747,48.000000000003595,-72.0000000000054,-13.00000000000523,-75.00000000000284,-17.000000000000348,-180.0000000000024,-121.99999999999989,190.00000000000128,-56.000000000011596,-343.99999999998875,-668.0000000000019,-97.9999999999981,-120.00000000000898,-302.0000000000023,,-2403.000000000024
2015.12.07,-53.00000000000304,-51.000000000001044,-17.999999999984695,-1.0000000000047748,-234.99999999998522,-151.00000000000114,-268.99999999999704,7.0000000000014495,-4.999999999988347,46.999999999997044,-85.00000000000173,-107.00000000000153,-277.000000000005,-95.99999999999609,410.0000000000215,-27.000000000015234,-285.99999999998624,-814.0000000000036,6.0000000000060005,-240.00000000000688,-329.00000000000153,,-2573.9999999999573
2015.12.07,-100.99999999999554,-48.000000000003595,12.999999999996348,-10.000000000005116,-212.99999999999653,-76.0000000000094,-218.00000000000708,85.00000000000173,-35.00000000000725,-3.0000000000001137,-36.0000000000027,7.0000000000014495,-200.00000000000017,-71.99999999999429,200.0000000000224,2.0000000000095497,-220.99999999998232,-646.0000000000132,-80.00000000000229,-190.00000000000128,-354.9999999999942,,-2196.9999999999836
2015.12.07,-63.00000000000195,-41.000000000002146,5.999999999994898,-31.00000000000591,-178.99999999999582,-46.00000000000159,-235.00000000000742,18.999999999991246,7.0000000000014495,67.99999999999784,-46.00000000000159,3.999999999992898,-240.00000000000688,-81.9999999999932,131.00000000001444,-28.999999999996362,-193.99999999998306,-685.0000000000023,-92.99999999999864,-220.00000000000907,-418.0000000000073,,-2367.00000000002
2015.12.07,-185.00000000000182,-96.00000000000719,124.00000000001299,-67.99999999999784,-217.99999999998488,-104.00000000000409,-365.0000000000042,165.9999999999995,-11.999999999989797,-52.99999999999727,20.999999999993246,37.99999999999359,-290.00000000000136,-25.999999999992696,219.00000000001364,75.9999999999934,-78.00000000000028,-836.9999999999989,-46.999999999997044,-380.00000000000256,-548.9999999999995,,-2663.999999999973
2015.12.07,-143.9999999999997,-83.9999999999952,85.00000000000173,-91.00000000000819,-279.99999999999136,-99.00000000000463,-340.00000000000693,113.00000000000753,1.0000000000065512,30.000000000001137,-43.999999999999595,7.9999999999968985,-285.00000000000193,-41.000000000002146,219.00000000001364,0.0,-195.9999999999962,-834.0000000000014,-97.00000000000264,-300.0000000000003,-520.9999999999936,,-2899.9999999999764
