date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.13,-67.00000000000594,14.999999999987246,-100.99999999999554,-12.999999999996348,63.000000000013046,75.00000000000284,70.99999999999883,-110.99999999999443,-209.00000000000318,4.000000000004,-8.000000000008,-168.99999999999693,-93.00000000000975,-317.9999999999961,192.00000000000728,110.99999999999,-8.000000000008,-161.99999999999548,,-728.0000000000064
2015.07.13,-275.000000000003,144.99999999999514,-390.9999999999858,4.999999999999449,39.999999999995595,-78.99999999999574,-9.00000000000345,-202.0000000000022,-519.0000000000055,-114.99999999999844,65.99999999998829,-519.0000000000028,-351.0000000000124,-653.0000000000147,326.9999999999982,206.99999999999363,-14.000000000002899,-217.0000000000005,,-2554.0000000000564
2015.07.13,15.999999999993797,-7.0000000000014495,-292.9999999999877,46.00000000000159,-197.00000000000273,150.00000000000568,260.00000000000466,26.999999999999247,-435.0000000000023,41.000000000002146,304.9999999999997,-401.00000000000693,-169.00000000001913,-533.0000000000057,450.00000000000284,289.99999999999204,35.999999999991594,-289.0000000000059,,-703.0000000000385
2015.07.13,13.999999999991797,-31.000000000003247,-198.99999999999363,73.00000000000084,-117.99999999999588,136.99999999999824,212.99999999999653,58.000000000002494,-207.9999999999984,2.999999999997449,154.99999999999403,-323.0000000000066,-161.00000000001114,-361.0000000000113,281.9999999999965,233.99999999999466,95.99999999999609,-181.9999999999933,,-318.00000000004496
2015.07.13,-9.00000000000345,75.99999999998718,-352.9999999999811,85.99999999999719,-218.99999999999142,148.99999999999915,287.9999999999994,57.00000000000705,-468.00000000001774,-52.000000000007596,292.9999999999655,-459.99999999999375,-175.00000000001404,-561.9999999999958,466.0000000000082,305.9999999999974,78.99999999999574,-307.99999999999716,,-806.0000000000455
2015.07.13,-50.0000000000056,93.99999999999409,-291.9999999999812,80.99999999999774,-120.00000000000898,96.00000000000719,109.99999999999899,25.00000000000835,-385.9999999999957,-154.0000000000097,-185.00000000001293,-439.99999999999596,-418.0000000000073,-482.00000000000466,222.0000000000084,256.0000000000002,108.99999999999244,-79.00000000000685,,-1613.0000000000211
2015.07.13,-64.0000000000085,-26.999999999999247,-353.99999999998766,85.00000000000173,-167.00000000000603,78.00000000000028,126.99999999999933,14.000000000002899,-280.00000000000114,-8.999999999992347,70.99999999997664,-523.0000000000068,-430.00000000001927,-577.0000000000052,281.9999999999965,274.9999999999915,111.99999999998988,-127.99999999999478,,-1515.0000000000625
2015.07.13,-128.00000000000588,32.999999999994145,-343.99999999998875,166.99999999999494,-79.00000000000685,43.00000000000415,163.00000000000205,52.000000000007596,-328.00000000000296,-46.999999999997044,235.99999999999176,-483.99999999999557,-239.00000000001143,-348.9999999999993,375.0,368.9999999999998,204.99999999999963,-126.99999999998823,,-482.000000000002
2015.07.13,-104.00000000000409,-16.000000000016,-251.00000000000122,190.00000000000128,-18.999999999991246,0.0,126.0000000000039,89.00000000000574,-274.0000000000009,-147.99999999999258,141.99999999999767,-480.99999999999807,-229.00000000001253,-158.99999999999804,311.9999999999976,397.99999999999613,301.9999999999912,-19.999999999997797,,-142.00000000001876
2015.07.13,-55.000000000005045,-86.0000000000083,-221.99999999998886,134.0000000000008,-43.999999999999595,-4.999999999999449,131.99999999999878,72.0000000000054,-257.000000000005,-171.00000000001003,136.00000000000279,-524.0000000000133,-261.0000000000001,-229.00000000001253,299.99999999999716,361.99999999999477,283.99999999999534,-26.999999999999247,,-461.00000000004644
